id,symbol,date,price,volume,change_percent,created_at,open,high,low,close
19,SPY,"""2015-08-31T04:00:00.000Z""",158.15,66162892,0.04,"""2025-08-06T00:43:58.574Z""",158.09,158.43,157.91,158.15
20,SPY,"""2015-09-01T04:00:00.000Z""",157.84,65824207,-0.2,"""2025-08-06T00:43:58.574Z""",158.15,158.77,156.83,157.84
21,SPY,"""2015-09-02T04:00:00.000Z""",159.12,171013239,0.81,"""2025-08-06T00:43:58.574Z""",157.84,160.99,157.12,159.12
22,SPY,"""2015-09-03T04:00:00.000Z""",159.33,137550411,0.13,"""2025-08-06T00:43:58.574Z""",159.12,160.07,157.91,159.33
23,SPY,"""2015-09-04T04:00:00.000Z""",159.55,43971339,0.14,"""2025-08-06T00:43:58.574Z""",159.33,161.13,158.93,159.55
24,SPY,"""2015-09-07T04:00:00.000Z""",158.25,40386087,-0.82,"""2025-08-06T00:43:58.574Z""",159.55,160.48,156.24,158.25
25,SPY,"""2015-09-08T04:00:00.000Z""",158.63,38808633,0.24,"""2025-08-06T00:43:58.575Z""",158.25,160.36,157.71,158.63
26,SPY,"""2015-09-09T04:00:00.000Z""",155.02,254792201,-2.27,"""2025-08-06T00:43:58.575Z""",158.63,159.49,154.66,155.02
27,SPY,"""2015-09-10T04:00:00.000Z""",153.62,139739869,-0.9,"""2025-08-06T00:43:58.575Z""",155.02,155.85,153.03,153.62
28,SPY,"""2015-09-11T04:00:00.000Z""",152.39,135080398,-0.8,"""2025-08-06T00:43:58.575Z""",153.62,154.08,152.18,152.39
29,SPY,"""2015-09-14T04:00:00.000Z""",152.55,73415935,0.1,"""2025-08-06T00:43:58.575Z""",152.39,153.26,151.81,152.55
30,SPY,"""2015-09-15T04:00:00.000Z""",152.72,194131248,0.11,"""2025-08-06T00:43:58.575Z""",152.55,152.93,151.81,152.72
31,SPY,"""2015-09-16T04:00:00.000Z""",151.5,188763240,-0.8,"""2025-08-06T00:43:58.575Z""",152.72,152.84,150.34,151.5
32,SPY,"""2015-09-17T04:00:00.000Z""",152.61,154375276,0.73,"""2025-08-06T00:43:58.575Z""",151.5,153.96,151.46,152.61
33,SPY,"""2015-09-18T04:00:00.000Z""",154.41,176604728,1.18,"""2025-08-06T00:43:58.575Z""",152.61,154.89,152.33,154.41
34,SPY,"""2015-09-21T04:00:00.000Z""",154.59,164059509,0.11,"""2025-08-06T00:43:58.575Z""",154.41,156.59,153.52,154.59
35,SPY,"""2015-09-22T04:00:00.000Z""",154.24,105945251,-0.23,"""2025-08-06T00:43:58.575Z""",154.59,154.79,154.18,154.24
36,SPY,"""2015-09-23T04:00:00.000Z""",151.58,115914813,-1.72,"""2025-08-06T00:43:58.575Z""",154.24,154.56,151.38,151.58
37,SPY,"""2015-09-24T04:00:00.000Z""",150.63,119151781,-0.63,"""2025-08-06T00:43:58.575Z""",151.58,151.6,150.2,150.63
38,SPY,"""2015-09-25T04:00:00.000Z""",152.84,71666476,1.47,"""2025-08-06T00:43:58.575Z""",150.63,154.06,150.19,152.84
39,SPY,"""2015-09-28T04:00:00.000Z""",151.73,95975718,-0.72,"""2025-08-06T00:43:58.576Z""",152.84,153.34,150.29,151.73
40,SPY,"""2015-09-29T04:00:00.000Z""",151.34,73268365,-0.26,"""2025-08-06T00:43:58.576Z""",151.73,152.41,149.83,151.34
41,SPY,"""2015-09-30T04:00:00.000Z""",154.73,44419558,2.24,"""2025-08-06T00:43:58.576Z""",151.34,155.82,150.97,154.73
42,SPY,"""2015-10-01T04:00:00.000Z""",155.57,54483529,0.54,"""2025-08-06T00:43:58.576Z""",154.73,157.83,154.3,155.57
43,SPY,"""2015-10-02T04:00:00.000Z""",152.53,134151345,-1.95,"""2025-08-06T00:43:58.576Z""",155.57,155.67,151.93,152.53
44,SPY,"""2015-10-05T04:00:00.000Z""",154.45,28665990,1.26,"""2025-08-06T00:43:58.576Z""",152.53,154.6,152.26,154.45
45,SPY,"""2015-10-06T04:00:00.000Z""",155.59,120028554,0.74,"""2025-08-06T00:43:58.576Z""",154.45,156.23,153.13,155.59
46,SPY,"""2015-10-07T04:00:00.000Z""",155.5,36529202,-0.06,"""2025-08-06T00:43:58.576Z""",155.59,155.86,154.48,155.5
47,SPY,"""2015-10-08T04:00:00.000Z""",157.01,146625741,0.97,"""2025-08-06T00:43:58.576Z""",155.5,157.97,155.17,157.01
48,SPY,"""2015-10-09T04:00:00.000Z""",158.57,156108196,1.0,"""2025-08-06T00:43:58.576Z""",157.01,159.86,156.48,158.57
49,SPY,"""2015-10-12T04:00:00.000Z""",155.82,156799545,-1.74,"""2025-08-06T00:43:58.576Z""",158.57,159.49,155.38,155.82
50,SPY,"""2015-10-13T04:00:00.000Z""",158.0,191306857,1.4,"""2025-08-06T00:43:58.577Z""",155.82,158.54,155.69,158.0
51,SPY,"""2015-10-14T04:00:00.000Z""",161.22,420352593,2.03,"""2025-08-06T00:43:58.577Z""",158.0,162.37,157.31,161.22
52,SPY,"""2015-10-15T04:00:00.000Z""",160.22,44603794,-0.62,"""2025-08-06T00:43:58.577Z""",161.22,161.43,159.31,160.22
53,SPY,"""2015-10-16T04:00:00.000Z""",161.01,36806289,0.49,"""2025-08-06T00:43:58.577Z""",160.22,161.19,160.0,161.01
54,SPY,"""2015-10-19T04:00:00.000Z""",162.09,190715749,0.67,"""2025-08-06T00:43:58.577Z""",161.01,162.91,160.81,162.09
55,SPY,"""2015-10-20T04:00:00.000Z""",161.05,43570756,-0.64,"""2025-08-06T00:43:58.577Z""",162.09,162.75,160.85,161.05
56,SPY,"""2015-10-21T04:00:00.000Z""",160.7,126672902,-0.22,"""2025-08-06T00:43:58.577Z""",161.05,161.56,160.19,160.7
57,SPY,"""2015-10-22T04:00:00.000Z""",160.68,36988195,-0.01,"""2025-08-06T00:43:58.577Z""",160.7,160.92,160.66,160.68
58,SPY,"""2015-10-23T04:00:00.000Z""",161.59,134450222,0.57,"""2025-08-06T00:43:58.577Z""",160.68,162.19,159.15,161.59
59,SPY,"""2015-10-26T04:00:00.000Z""",163.17,72819088,0.97,"""2025-08-06T00:43:58.578Z""",161.59,165.26,161.13,163.17
60,SPY,"""2015-10-27T04:00:00.000Z""",163.01,167227923,-0.1,"""2025-08-06T00:43:58.578Z""",163.17,164.69,162.53,163.01
61,SPY,"""2015-10-28T04:00:00.000Z""",161.69,188160213,-0.81,"""2025-08-06T00:43:58.578Z""",163.01,164.28,158.76,161.69
62,SPY,"""2015-10-29T04:00:00.000Z""",161.71,91036790,0.01,"""2025-08-06T00:43:58.578Z""",161.69,162.24,160.51,161.71
63,SPY,"""2015-10-30T04:00:00.000Z""",161.71,159341785,-0.0,"""2025-08-06T00:43:58.578Z""",161.71,161.71,161.66,161.71
64,SPY,"""2015-11-02T04:00:00.000Z""",161.29,142219320,-0.26,"""2025-08-06T00:43:58.578Z""",161.71,163.15,160.35,161.29
65,SPY,"""2015-11-03T04:00:00.000Z""",158.98,115548776,-1.43,"""2025-08-06T00:43:58.578Z""",161.29,162.59,158.82,158.98
66,SPY,"""2015-11-04T04:00:00.000Z""",159.43,29065751,0.28,"""2025-08-06T00:43:58.578Z""",158.98,161.11,158.72,159.43
67,SPY,"""2015-11-05T04:00:00.000Z""",160.66,93034951,0.77,"""2025-08-06T00:43:58.578Z""",159.43,161.57,158.53,160.66
68,SPY,"""2015-11-06T04:00:00.000Z""",162.23,133487259,0.98,"""2025-08-06T00:43:58.578Z""",160.66,162.83,159.67,162.23
69,SPY,"""2015-11-09T04:00:00.000Z""",159.59,135478550,-1.63,"""2025-08-06T00:43:58.579Z""",162.23,164.43,159.43,159.59
70,SPY,"""2015-11-10T04:00:00.000Z""",159.53,84837441,-0.04,"""2025-08-06T00:43:58.579Z""",159.59,160.09,159.17,159.53
71,SPY,"""2015-11-11T04:00:00.000Z""",159.6,55153845,0.04,"""2025-08-06T00:43:58.579Z""",159.53,160.03,159.15,159.6
72,SPY,"""2015-11-12T04:00:00.000Z""",157.43,164696230,-1.36,"""2025-08-06T00:43:58.579Z""",159.6,159.68,157.38,157.43
73,SPY,"""2015-11-13T04:00:00.000Z""",156.47,165891425,-0.61,"""2025-08-06T00:43:58.579Z""",157.43,157.54,156.1,156.47
74,SPY,"""2015-11-16T04:00:00.000Z""",155.46,88928800,-0.64,"""2025-08-06T00:43:58.579Z""",156.47,157.91,155.15,155.46
75,SPY,"""2015-11-17T04:00:00.000Z""",158.17,114055229,1.74,"""2025-08-06T00:43:58.579Z""",155.46,158.68,155.29,158.17
76,SPY,"""2015-11-18T04:00:00.000Z""",156.76,90402012,-0.89,"""2025-08-06T00:43:58.579Z""",158.17,158.76,155.66,156.76
77,SPY,"""2015-11-19T04:00:00.000Z""",155.84,162894137,-0.59,"""2025-08-06T00:43:58.579Z""",156.76,158.4,154.41,155.84
78,SPY,"""2015-11-20T04:00:00.000Z""",154.6,46454133,-0.79,"""2025-08-06T00:43:58.579Z""",155.84,156.17,152.61,154.6
79,SPY,"""2015-11-23T04:00:00.000Z""",153.33,41913715,-0.82,"""2025-08-06T00:43:58.580Z""",154.6,155.64,152.64,153.33
80,SPY,"""2015-11-24T04:00:00.000Z""",152.74,181830714,-0.39,"""2025-08-06T00:43:58.580Z""",153.33,153.72,152.31,152.74
81,SPY,"""2015-11-25T04:00:00.000Z""",152.92,194626796,0.12,"""2025-08-06T00:43:58.580Z""",152.74,153.33,151.81,152.92
82,SPY,"""2015-11-26T04:00:00.000Z""",153.42,121990269,0.33,"""2025-08-06T00:43:58.580Z""",152.92,153.83,152.82,153.42
83,SPY,"""2015-11-27T04:00:00.000Z""",150.99,113339426,-1.59,"""2025-08-06T00:43:58.580Z""",153.42,153.78,149.58,150.99
84,SPY,"""2015-11-30T04:00:00.000Z""",150.41,108680657,-0.38,"""2025-08-06T00:43:58.580Z""",150.99,151.59,150.17,150.41
85,SPY,"""2015-12-01T04:00:00.000Z""",149.54,68816755,-0.57,"""2025-08-06T00:43:58.580Z""",150.41,150.84,149.13,149.54
86,SPY,"""2015-12-02T04:00:00.000Z""",151.35,187597129,1.21,"""2025-08-06T00:43:58.580Z""",149.54,153.31,148.86,151.35
87,SPY,"""2015-12-03T04:00:00.000Z""",152.03,125107267,0.45,"""2025-08-06T00:43:58.581Z""",151.35,152.1,151.28,152.03
88,SPY,"""2015-12-04T04:00:00.000Z""",151.97,167365150,-0.04,"""2025-08-06T00:43:58.581Z""",152.03,152.18,151.72,151.97
89,SPY,"""2015-12-07T04:00:00.000Z""",152.59,101287743,0.41,"""2025-08-06T00:43:58.581Z""",151.97,154.48,151.58,152.59
90,SPY,"""2015-12-08T04:00:00.000Z""",151.61,182325124,-0.64,"""2025-08-06T00:43:58.581Z""",152.59,153.93,151.59,151.61
91,SPY,"""2015-12-09T04:00:00.000Z""",152.95,48511884,0.88,"""2025-08-06T00:43:58.581Z""",151.61,154.86,150.73,152.95
92,SPY,"""2015-12-10T04:00:00.000Z""",153.88,78863083,0.61,"""2025-08-06T00:43:58.581Z""",152.95,154.67,152.56,153.88
93,SPY,"""2015-12-11T04:00:00.000Z""",155.27,84206387,0.9,"""2025-08-06T00:43:58.581Z""",153.88,155.87,153.63,155.27
94,SPY,"""2015-12-14T04:00:00.000Z""",157.39,136841983,1.37,"""2025-08-06T00:43:58.582Z""",155.27,158.22,154.77,157.39
95,SPY,"""2015-12-15T04:00:00.000Z""",158.21,105313021,0.52,"""2025-08-06T00:43:58.582Z""",157.39,159.99,156.49,158.21
96,SPY,"""2015-12-16T04:00:00.000Z""",158.67,186359891,0.29,"""2025-08-06T00:43:58.582Z""",158.21,159.77,157.99,158.67
97,SPY,"""2015-12-17T04:00:00.000Z""",157.54,188448594,-0.72,"""2025-08-06T00:43:58.582Z""",158.67,159.92,156.87,157.54
98,SPY,"""2015-12-18T04:00:00.000Z""",157.52,94224475,-0.01,"""2025-08-06T00:43:58.582Z""",157.54,160.21,156.6,157.52
99,SPY,"""2015-12-21T04:00:00.000Z""",157.38,118581626,-0.09,"""2025-08-06T00:43:58.582Z""",157.52,157.89,156.39,157.38
100,SPY,"""2015-12-22T04:00:00.000Z""",157.14,103629354,-0.15,"""2025-08-06T00:43:58.582Z""",157.38,158.69,156.76,157.14
101,SPY,"""2015-12-23T04:00:00.000Z""",156.85,126183549,-0.18,"""2025-08-06T00:43:58.582Z""",157.14,157.29,156.1,156.85
102,SPY,"""2015-12-24T04:00:00.000Z""",155.36,199449868,-0.95,"""2025-08-06T00:43:58.582Z""",156.85,157.21,155.24,155.36
103,SPY,"""2015-12-25T04:00:00.000Z""",159.5,107348672,2.66,"""2025-08-06T00:43:58.583Z""",155.36,159.79,155.23,159.5
104,SPY,"""2015-12-28T04:00:00.000Z""",159.54,116292687,0.03,"""2025-08-06T00:43:58.583Z""",159.5,159.71,158.89,159.54
105,SPY,"""2015-12-29T04:00:00.000Z""",156.28,392456758,-2.04,"""2025-08-06T00:43:58.583Z""",159.54,159.68,156.09,156.28
106,SPY,"""2015-12-30T04:00:00.000Z""",157.68,139970613,0.89,"""2025-08-06T00:43:58.583Z""",156.28,157.98,156.0,157.68
107,SPY,"""2015-12-31T04:00:00.000Z""",158.91,138883314,0.78,"""2025-08-06T00:43:58.583Z""",157.68,159.28,157.47,158.91
108,SPY,"""2016-01-01T04:00:00.000Z""",158.44,93904301,-0.29,"""2025-08-06T00:43:58.583Z""",158.91,159.11,158.07,158.44
109,SPY,"""2016-01-04T04:00:00.000Z""",156.82,98170720,-1.02,"""2025-08-06T00:43:58.583Z""",158.44,158.76,154.77,156.82
110,SPY,"""2016-01-05T04:00:00.000Z""",154.94,96056450,-1.2,"""2025-08-06T00:43:58.583Z""",156.82,157.4,153.15,154.94
111,SPY,"""2016-01-06T04:00:00.000Z""",151.8,394579122,-2.03,"""2025-08-06T00:43:58.583Z""",154.94,155.48,151.14,151.8
112,SPY,"""2016-01-07T04:00:00.000Z""",152.07,135492166,0.17,"""2025-08-06T00:43:58.583Z""",151.8,152.25,151.19,152.07
113,SPY,"""2016-01-08T04:00:00.000Z""",151.19,71926089,-0.57,"""2025-08-06T00:43:58.583Z""",152.07,153.37,151.03,151.19
114,SPY,"""2016-01-11T04:00:00.000Z""",151.57,60330143,0.25,"""2025-08-06T00:43:58.583Z""",151.19,152.8,150.86,151.57
115,SPY,"""2016-01-12T04:00:00.000Z""",154.14,91432380,1.7,"""2025-08-06T00:43:58.583Z""",151.57,154.26,151.19,154.14
116,SPY,"""2016-01-13T04:00:00.000Z""",153.25,67181443,-0.58,"""2025-08-06T00:43:58.583Z""",154.14,154.3,152.18,153.25
117,SPY,"""2016-01-14T04:00:00.000Z""",150.97,107784870,-1.49,"""2025-08-06T00:43:58.584Z""",153.25,153.73,148.55,150.97
118,SPY,"""2016-01-15T04:00:00.000Z""",151.8,111360459,0.55,"""2025-08-06T00:43:58.584Z""",150.97,152.27,150.91,151.8
119,SPY,"""2016-01-18T04:00:00.000Z""",149.3,111206471,-1.65,"""2025-08-06T00:43:58.584Z""",151.8,151.87,149.07,149.3
120,SPY,"""2016-01-19T04:00:00.000Z""",148.43,71897544,-0.58,"""2025-08-06T00:43:58.584Z""",149.3,149.85,147.01,148.43
121,SPY,"""2016-01-20T04:00:00.000Z""",145.87,119374566,-1.73,"""2025-08-06T00:43:58.584Z""",148.43,149.66,145.52,145.87
122,SPY,"""2016-01-21T04:00:00.000Z""",146.5,67941569,0.43,"""2025-08-06T00:43:58.584Z""",145.87,147.56,145.52,146.5
123,SPY,"""2016-01-22T04:00:00.000Z""",144.31,29974492,-1.49,"""2025-08-06T00:43:58.584Z""",146.5,147.27,144.1,144.31
124,SPY,"""2016-01-25T04:00:00.000Z""",142.8,175719506,-1.04,"""2025-08-06T00:43:58.584Z""",144.31,144.35,141.73,142.8
125,SPY,"""2016-01-26T04:00:00.000Z""",142.2,45219771,-0.43,"""2025-08-06T00:43:58.584Z""",142.8,143.29,141.91,142.2
126,SPY,"""2016-01-27T04:00:00.000Z""",142.57,118950467,0.26,"""2025-08-06T00:43:58.584Z""",142.2,142.82,141.85,142.57
127,SPY,"""2016-01-28T04:00:00.000Z""",141.69,28294537,-0.62,"""2025-08-06T00:43:58.584Z""",142.57,143.76,140.83,141.69
128,SPY,"""2016-01-29T04:00:00.000Z""",141.86,108458109,0.12,"""2025-08-06T00:43:58.584Z""",141.69,142.58,140.52,141.86
129,SPY,"""2016-02-01T04:00:00.000Z""",143.23,153814485,0.96,"""2025-08-06T00:43:58.585Z""",141.86,145.52,140.43,143.23
130,SPY,"""2016-02-02T04:00:00.000Z""",142.68,31408401,-0.39,"""2025-08-06T00:43:58.585Z""",143.23,143.74,142.03,142.68
131,SPY,"""2016-02-03T04:00:00.000Z""",139.95,178724822,-1.91,"""2025-08-06T00:43:58.585Z""",142.68,142.75,139.33,139.95
132,SPY,"""2016-02-04T04:00:00.000Z""",139.92,130961675,-0.02,"""2025-08-06T00:43:58.585Z""",139.95,140.02,139.58,139.92
133,SPY,"""2016-02-05T04:00:00.000Z""",137.76,85622045,-1.55,"""2025-08-06T00:43:58.585Z""",139.92,140.17,137.29,137.76
134,SPY,"""2016-02-08T04:00:00.000Z""",139.77,63391900,1.46,"""2025-08-06T00:43:58.585Z""",137.76,140.15,137.49,139.77
135,SPY,"""2016-02-09T04:00:00.000Z""",143.13,132574890,2.4,"""2025-08-06T00:43:58.586Z""",139.77,143.36,139.55,143.13
136,SPY,"""2016-02-10T04:00:00.000Z""",143.95,69716665,0.57,"""2025-08-06T00:43:58.586Z""",143.13,145.06,142.65,143.95
137,SPY,"""2016-02-11T04:00:00.000Z""",143.93,173812416,-0.01,"""2025-08-06T00:43:58.586Z""",143.95,144.19,143.75,143.93
138,SPY,"""2016-02-12T04:00:00.000Z""",138.92,234847793,-3.48,"""2025-08-06T00:43:58.586Z""",143.93,145.02,137.36,138.92
139,SPY,"""2016-02-15T04:00:00.000Z""",139.29,171314345,0.27,"""2025-08-06T00:43:58.586Z""",138.92,139.86,138.32,139.29
140,SPY,"""2016-02-16T04:00:00.000Z""",140.81,82980918,1.09,"""2025-08-06T00:43:58.586Z""",139.29,141.03,139.17,140.81
141,SPY,"""2016-02-17T04:00:00.000Z""",139.86,74518711,-0.68,"""2025-08-06T00:43:58.586Z""",140.81,141.0,139.85,139.86
142,SPY,"""2016-02-18T04:00:00.000Z""",140.16,161252789,0.21,"""2025-08-06T00:43:58.586Z""",139.86,140.67,138.82,140.16
143,SPY,"""2016-02-19T04:00:00.000Z""",140.57,188036946,0.29,"""2025-08-06T00:43:58.586Z""",140.16,142.43,138.82,140.57
144,SPY,"""2016-02-22T04:00:00.000Z""",139.96,84875418,-0.43,"""2025-08-06T00:43:58.586Z""",140.57,140.67,139.07,139.96
145,SPY,"""2016-02-23T04:00:00.000Z""",139.31,28327297,-0.47,"""2025-08-06T00:43:58.586Z""",139.96,140.3,138.5,139.31
146,SPY,"""2016-02-24T04:00:00.000Z""",141.53,52797792,1.6,"""2025-08-06T00:43:58.586Z""",139.31,142.98,137.98,141.53
147,SPY,"""2016-02-25T04:00:00.000Z""",142.46,72093676,0.66,"""2025-08-06T00:43:58.586Z""",141.53,143.16,141.04,142.46
148,SPY,"""2016-02-26T04:00:00.000Z""",143.42,197180066,0.67,"""2025-08-06T00:43:58.587Z""",142.46,145.29,141.95,143.42
149,SPY,"""2016-02-29T04:00:00.000Z""",144.74,88860636,0.92,"""2025-08-06T00:43:58.587Z""",143.42,144.8,143.31,144.74
150,SPY,"""2016-03-01T04:00:00.000Z""",144.62,159682244,-0.08,"""2025-08-06T00:43:58.587Z""",144.74,144.89,144.28,144.62
151,SPY,"""2016-03-02T04:00:00.000Z""",145.3,108747933,0.47,"""2025-08-06T00:43:58.587Z""",144.62,146.16,144.42,145.3
152,SPY,"""2016-03-03T04:00:00.000Z""",144.29,71342839,-0.69,"""2025-08-06T00:43:58.587Z""",145.3,145.38,143.56,144.29
153,SPY,"""2016-03-04T04:00:00.000Z""",143.36,108469234,-0.64,"""2025-08-06T00:43:58.587Z""",144.29,144.35,142.99,143.36
154,SPY,"""2016-03-07T04:00:00.000Z""",141.07,66599922,-1.6,"""2025-08-06T00:43:58.587Z""",143.36,144.2,141.01,141.07
155,SPY,"""2016-03-08T04:00:00.000Z""",144.5,132834284,2.43,"""2025-08-06T00:43:58.587Z""",141.07,145.51,141.05,144.5
156,SPY,"""2016-03-09T04:00:00.000Z""",144.26,59226442,-0.16,"""2025-08-06T00:43:58.587Z""",144.5,145.19,143.54,144.26
157,SPY,"""2016-03-10T04:00:00.000Z""",146.29,148794651,1.4,"""2025-08-06T00:43:58.587Z""",144.26,146.38,143.65,146.29
158,SPY,"""2016-03-11T04:00:00.000Z""",146.86,167844407,0.39,"""2025-08-06T00:43:58.587Z""",146.29,146.97,145.76,146.86
159,SPY,"""2016-03-14T04:00:00.000Z""",149.95,324494853,2.11,"""2025-08-06T00:43:58.587Z""",146.86,150.86,146.46,149.95
160,SPY,"""2016-03-15T04:00:00.000Z""",150.76,64208034,0.54,"""2025-08-06T00:43:58.588Z""",149.95,152.71,149.66,150.76
161,SPY,"""2016-03-16T04:00:00.000Z""",149.04,151981756,-1.14,"""2025-08-06T00:43:58.588Z""",150.76,151.18,148.97,149.04
162,SPY,"""2016-03-17T04:00:00.000Z""",148.28,101196313,-0.51,"""2025-08-06T00:43:58.588Z""",149.04,149.17,147.26,148.28
163,SPY,"""2016-03-18T04:00:00.000Z""",148.08,128253657,-0.13,"""2025-08-06T00:43:58.588Z""",148.28,149.8,147.19,148.08
164,SPY,"""2016-03-21T04:00:00.000Z""",150.25,55624227,1.47,"""2025-08-06T00:43:58.588Z""",148.08,150.6,147.97,150.25
165,SPY,"""2016-03-22T04:00:00.000Z""",150.75,114607854,0.33,"""2025-08-06T00:43:58.588Z""",150.25,150.88,149.71,150.75
166,SPY,"""2016-03-23T04:00:00.000Z""",152.53,160131270,1.18,"""2025-08-06T00:43:58.588Z""",150.75,153.85,150.04,152.53
167,SPY,"""2016-03-24T04:00:00.000Z""",150.14,169883472,-1.57,"""2025-08-06T00:43:58.588Z""",152.53,153.48,149.95,150.14
168,SPY,"""2016-03-25T04:00:00.000Z""",147.79,30454171,-1.56,"""2025-08-06T00:43:58.588Z""",150.14,150.42,147.33,147.79
169,SPY,"""2016-03-28T04:00:00.000Z""",149.02,176815745,0.83,"""2025-08-06T00:43:58.588Z""",147.79,149.57,146.62,149.02
170,SPY,"""2016-03-29T04:00:00.000Z""",148.63,30924463,-0.26,"""2025-08-06T00:43:58.588Z""",149.02,149.29,148.6,148.63
171,SPY,"""2016-03-30T04:00:00.000Z""",148.45,50108403,-0.12,"""2025-08-06T00:43:58.588Z""",148.63,148.95,148.45,148.45
172,SPY,"""2016-03-31T04:00:00.000Z""",149.81,48578620,0.91,"""2025-08-06T00:43:58.588Z""",148.45,152.19,148.36,149.81
173,SPY,"""2016-04-01T04:00:00.000Z""",148.36,102100038,-0.96,"""2025-08-06T00:43:58.589Z""",149.81,150.08,147.3,148.36
174,SPY,"""2016-04-04T04:00:00.000Z""",148.06,111502758,-0.2,"""2025-08-06T00:43:58.589Z""",148.36,148.5,147.52,148.06
175,SPY,"""2016-04-05T04:00:00.000Z""",149.48,143066355,0.96,"""2025-08-06T00:43:58.589Z""",148.06,149.6,147.9,149.48
176,SPY,"""2016-04-06T04:00:00.000Z""",150.47,199896815,0.66,"""2025-08-06T00:43:58.589Z""",149.48,150.86,148.89,150.47
177,SPY,"""2016-04-07T04:00:00.000Z""",151.99,95128696,1.01,"""2025-08-06T00:43:58.589Z""",150.47,152.67,150.21,151.99
178,SPY,"""2016-04-08T04:00:00.000Z""",153.83,167938822,1.21,"""2025-08-06T00:43:58.589Z""",151.99,154.26,150.78,153.83
179,SPY,"""2016-04-11T04:00:00.000Z""",145.6,191145022,-5.35,"""2025-08-06T00:43:58.589Z""",153.83,154.68,144.74,145.6
180,SPY,"""2016-04-12T04:00:00.000Z""",147.91,105574951,1.58,"""2025-08-06T00:43:58.589Z""",145.6,148.64,144.8,147.91
181,SPY,"""2016-04-13T04:00:00.000Z""",150.15,126110336,1.52,"""2025-08-06T00:43:58.589Z""",147.91,150.51,146.99,150.15
182,SPY,"""2016-04-14T04:00:00.000Z""",147.58,187158079,-1.71,"""2025-08-06T00:43:58.589Z""",150.15,150.78,147.21,147.58
183,SPY,"""2016-04-15T04:00:00.000Z""",148.17,165332558,0.4,"""2025-08-06T00:43:58.589Z""",147.58,148.41,147.08,148.17
184,SPY,"""2016-04-18T04:00:00.000Z""",146.56,45451952,-1.08,"""2025-08-06T00:43:58.589Z""",148.17,148.49,145.76,146.56
185,SPY,"""2016-04-19T04:00:00.000Z""",144.19,123846950,-1.62,"""2025-08-06T00:43:58.589Z""",146.56,147.21,143.52,144.19
186,SPY,"""2016-04-20T04:00:00.000Z""",144.6,129883680,0.28,"""2025-08-06T00:43:58.590Z""",144.19,144.64,144.02,144.6
187,SPY,"""2016-04-21T04:00:00.000Z""",144.78,171815589,0.13,"""2025-08-06T00:43:58.590Z""",144.6,144.82,143.95,144.78
